"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","CAR","rb","13","MIN","21.5","0","0","0","0","0","0","17.3321","76.3043","0.6669","6.134","5.0059","36.6943","0.1996","0.1338","0.0669","0.0326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Najee Harris","PIT","rb","7","SEA","18.8","0","0","0","0","0","0","18.3167","72.5157","0.43","5.7496","4.5199","33.9207","0.1804","0.176","0.088","0.0221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Tyreek Hill","KC","wr","12","@WAS","21","0","0","0","0","0","0","0.4635","2.1152","0.0248","9.4789","6.6377","97.5931","0.7074","0.0501","0.025","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Derrick Henry","TEN","rb","13","BUF","17.5","0","0","0","0","0","0","20.4877","97.3988","0.6645","2.4443","2.031","14.3527","0.0604","0.2253","0.1127","0.0362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Aaron Jones","GB","rb","13","@CHI","17.5","0","0","0","0","0","0","15.8691","70.8854","0.6467","4.0731","3.2618","24.6942","0.1417","0.1852","0.0926","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Jonathan Taylor","IND","rb","14","HST","17.3","0","0","0","0","0","0","16.3089","76.875","0.7424","3.118","2.6559","18.1293","0.1205","0.1007","0.0503","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Davante Adams","GB","wr","13","@CHI","20.5","0","0","0","0","0","0","0.0254","0.1138","0.0009","10.5902","7.5517","90.613","0.6478","0.0876","0.0438","0.0121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Dalvin Cook","MIN","rb","7","@CAR","17.1","0","0","0","0","0","0","16.4463","74.3432","0.6218","3.8587","3.2411","21.951","0.0931","0.2519","0.126","0.0292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Cooper Kupp","LA","wr","11","@NYG","20.1","0","0","0","0","0","0","0.377","1.9285","0.0134","9.8729","7.4338","87.5767","0.6202","0.136","0.068","0.0122","14.7502","0.029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Travis Kelce","KC","te","12","@WAS","17.3","0","0","0","0","0","0","0","0","0","8.2197","5.9251","75.736","0.6294","0.0471","0.0236","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Ja'Marr Chase","CIN","wr","10","@DET","19.7","0","0","0","0","0","0","0.236","1.4347","0.0074","8.5053","5.9652","93.5488","0.6996","0.064","0.032","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","D'Andre Swift","DET","rb","9","CIN","16.3","0","0","0","0","0","0","11.2182","48.2865","0.3578","6.0398","4.9713","34.6917","0.1648","0.1551","0.0775","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Darrell Henderson","LA","rb","11","@NYG","16.2","0","0","0","0","0","0","16.9646","73.2523","0.6307","3.187","2.558","19.3151","0.109","0.0989","0.0495","0.0156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Stefon Diggs","BUF","wr","7","@TEN","18.6","0","0","0","0","0","0","0.091","0.4095","0.0028","8.9142","6.3817","86.5978","0.5951","0.0951","0.0475","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Austin Ekeler","LAC","rb","7","@BLT","15.2","0","0","0","0","0","0","13.3101","60.739","0.3177","4.474","3.6466","27.5167","0.1393","0.156","0.078","0.021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Leonard Fournette","TB","rb","9","@PHI","15.1","0","0","0","0","0","0","14.9656","62.2639","0.4799","3.7584","3.0864","22.3727","0.1181","0.052","0.026","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","D.K. Metcalf","SEA","wr","9","@PIT","17.8","0","0","0","0","0","0","0.0501","0.2812","0.0015","8.6039","5.5448","87.5076","0.5843","0.1004","0.0502","0.0238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","D.J. Moore","CAR","wr","13","MIN","17.8","0","0","0","0","0","0","0.2438","1.5678","0.0089","9.2839","6.1231","89.2889","0.4343","0.072","0.036","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Antonio Gibson","WAS","rb","9","KC","14.5","0","0","0","0","0","0","12.7975","61.1989","0.5248","3.6502","2.982","19.4775","0.0616","0.1633","0.0816","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Terry McLaurin","WAS","wr","9","KC","17.6","0","0","0","0","0","0","0.0206","0.1242","0.0007","9.6233","6.4641","87.8181","0.3904","0.0554","0.0277","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Darren Waller","LV","te","8","@DEN","15.1","0","0","0","0","0","0","0","0","0","7.8051","5.6303","61.9801","0.5506","0.0756","0.0378","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Antonio Brown","TB","wr","9","@PHI","17.5","0","0","0","0","0","0","0.0244","0.0777","0.0008","8.2684","6.1869","76.0965","0.6056","0.0532","0.0266","0.0212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","James Robinson","JAX","rb","7","MIA","14.1","0","0","0","0","0","0","14.6217","62.8035","0.3719","3.6358","3.0222","19.8283","0.0883","0.093","0.0465","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Tyler Boyd","CIN","wr","10","@DET","17.2","0","0","0","0","0","0","0.118","0.594","0.0038","8.5053","6.4512","76.6915","0.5063","0.1223","0.0612","0.0107","14.3273","0.0246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Justin Jefferson","MIN","wr","7","@CAR","17.2","0","0","0","0","0","0","0.0253","0.149","0.0008","8.026","5.6237","86.4541","0.4879","0.0581","0.0291","0.0163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Mike Evans","TB","wr","9","@PHI","17","0","0","0","0","0","0","0","0","0","8.0805","5.2923","80.2991","0.6132","0.0244","0.0122","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Brandin Cooks","HST","wr","10","@IND","17","0","0","0","0","0","0","0.4177","1.7134","0.0179","9.1004","6.1417","82.3204","0.3854","0.0437","0.0218","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Ezekiel Elliott","DAL","rb","7","@NE","13.5","0","0","0","0","0","0","15.1612","65.4951","0.4489","2.7771","2.236","15.5947","0.0873","0.2268","0.1134","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Devontae Booker","NYG","rb","10","LA","13.3","0","0","0","0","0","0","14.6534","54.6398","0.3058","3.9464","3.1707","23.0781","0.0925","0.1564","0.0782","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Kareem Hunt","CLV","rb","13","ARZ","13.2","0","0","0","0","0","0","8.1586","39.4675","0.3608","4.3623","3.5292","27.3804","0.1389","0.1007","0.0503","0.0202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Josh Allen","BUF","qb","7","@TEN","24.9","24.3265","36.3184","286.7608","1.9819","0.8439","1.91","6.8624","35.427","0.4918","0","0","0","0","0.72","0.36","0.0835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Tee Higgins","CIN","wr","10","@DET","16","0","0","0","0","0","0","0.118","0.6744","0.0037","7.4421","5.3977","73.0922","0.5269","0.0786","0.0393","0.0294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Keenan Allen","LAC","wr","7","@BLT","15.9","0","0","0","0","0","0","0.1775","0.81","0.0052","9.1201","6.6329","70.9862","0.3376","0.1012","0.0506","0.0163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Nick Chubb","CLV","rb","13","ARZ","12.6","0","0","0","0","0","0","14.4051","74.1999","0.5441","1.2464","1.0207","7.5332","0.0266","0.0851","0.0426","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Lamar Jackson","BLT","qb","8","LAC","24.4","19.3035","29.7942","234.7037","1.4341","0.6513","2.4327","10.3196","69.2333","0.53","0","0","0","0","0.6074","0.3037","0.0628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Damien Williams","CHI","rb","10","GB","12.5","0","0","0","0","0","0","9.9494","42.4213","0.4041","4.0173","3.1851","21.2372","0.0962","0.1183","0.0591","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Miles Sanders","PHI","rb","14","TB","12.5","0","0","0","0","0","0","11.9162","54.3778","0.2869","3.4431","2.7595","20.4999","0.0848","0.1783","0.0892","0.0412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Patrick Mahomes","KC","qb","12","@WAS","24.2","24.811","37.1076","302.5623","2.1787","0.5957","1.9688","4.5595","24.7444","0.2617","0","0","0","0","0.493","0.2465","0.0695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Tyler Lockett","SEA","wr","9","@PIT","15.5","0","0","0","0","0","0","0.1253","0.6176","0.0042","7.6821","5.7842","71.9107","0.4155","0.0592","0.0296","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Mike Williams","LAC","wr","7","@BLT","15.5","0","0","0","0","0","0","0","0","0","8.2597","4.7028","83.5234","0.406","0.0292","0.0146","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Josh Jacobs","LV","rb","8","@DEN","12.2","0","0","0","0","0","0","15.8864","60.2003","0.4063","2.4391","1.9986","14.0611","0.0605","0.1074","0.0537","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Chase Edmonds","ARZ","rb","12","@CLV","12.1","0","0","0","0","0","0","7.7607","34.76","0.2261","4.887","3.7917","27.3121","0.125","0.117","0.0585","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Chris Godwin","TB","wr","9","@PHI","15.3","0","0","0","0","0","0","0.0244","0.128","0.001","6.953","5.2427","70.5907","0.4834","0.0578","0.0289","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Amari Cooper","DAL","wr","7","@NE","15.2","0","0","0","0","0","0","0.025","0.1181","0.0007","7.8107","5.3279","73.6321","0.4209","0.0299","0.0149","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Joe Burrow","CIN","qb","10","@DET","23.5","25.902","36.5868","316.9156","2.339","0.7596","2.4138","3.079","13.7586","0.169","0","0","0","0","0.5727","0.2864","0.0807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Chase Claypool","PIT","wr","7","SEA","15","0","0","0","0","0","0","0.3422","1.9233","0.0151","8.265","5.0793","70.8266","0.4267","0.1011","0.0506","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","CeeDee Lamb","DAL","wr","7","@NE","15","0","0","0","0","0","0","0.3252","1.9802","0.0105","7.8107","5.331","71.0761","0.3848","0.0812","0.0406","0.0159","8.9025","0.0136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Myles Gaskin","MIA","rb","14","@JAX","11.7","0","0","0","0","0","0","8.21","35.7283","0.2284","4.0321","3.2861","24.8961","0.1678","0.101","0.0505","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Tom Brady","TB","qb","9","@PHI","23.4","27.0899","39.2897","324.6571","2.4728","0.5707","1.5574","2.0093","2.4145","0.1444","0","0","0","0","0.3107","0.1554","0.0871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Javonte Williams","DEN","rb","11","LV","11.4","0","0","0","0","0","0","10.907","51.3235","0.3165","2.7771","2.2524","16.8591","0.079","0.1271","0.0635","0.0135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","DeVante Parker","MIA","wr","14","@JAX","14.7","0","0","0","0","0","0","0.0218","0.1027","0.0008","7.3922","4.9657","71.0758","0.44","0.0474","0.0237","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Darrel Williams","KC","rb","12","@WAS","11.2","0","0","0","0","0","0","11.5875","46.5858","0.4318","2.6233","2.1456","14.1539","0.0688","0.1119","0.0559","0.0202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Jakobi Meyers","NE","wr","14","DAL","14.4","0","0","0","0","0","0","0.0248","0.1424","0.0009","7.8796","5.5899","68.6544","0.3121","0.0584","0.0292","0.019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Robert Woods","LA","wr","11","@NYG","14.3","0","0","0","0","0","0","0.4021","1.6964","0.0172","7.7944","5.8839","59.9534","0.353","0.0505","0.0252","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Mark Andrews","BLT","te","8","LAC","11.8","0","0","0","0","0","0","0","0","0","6.2104","4.1505","52.6315","0.3897","0.0731","0.0366","0.0261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Joe Mixon","CIN","rb","10","@DET","10.8","0","0","0","0","0","0","12.5072","53.8257","0.391","1.7719","1.5034","10.5317","0.085","0.0779","0.0389","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Nyheim Hines","IND","rb","14","HST","10.8","0","0","0","0","0","0","5.4363","24.449","0.2296","4.0534","3.3188","25.5199","0.18","0.0615","0.0308","0.0113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Michael Pittman Jr.","IND","wr","14","HST","13.8","0","0","0","0","0","0","0.2718","1.613","0.0117","6.8596","5.0322","63.103","0.3714","0.0614","0.0307","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Melvin Gordon III","DEN","rb","11","LV","10.4","0","0","0","0","0","0","10.8585","46.3897","0.382","2.3143","1.9015","12.3967","0.061","0.1675","0.0837","0.0039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Diontae Johnson","PIT","wr","7","SEA","13.6","0","0","0","0","0","0","0.1141","0.6826","0.0045","8.265","5.5047","59.677","0.3508","0.1001","0.0501","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Dalton Schultz","DAL","te","7","@NE","11","0","0","0","0","0","0","0","0","0","5.9014","4.3686","44.4998","0.3606","0.0384","0.0192","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Zack Moss","BUF","rb","7","@TEN","10.2","0","0","0","0","0","0","9.0985","38.7588","0.3296","2.5714","2.0823","16.3029","0.1034","0.0811","0.0405","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Mike Gesicki","MIA","te","14","@JAX","10.9","0","0","0","0","0","0","0","0","0","5.8801","3.9697","48.1327","0.3553","0.0414","0.0207","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Damien Harris","NE","rb","14","DAL","10","0","0","0","0","0","0","13.6573","57.7594","0.3218","1.4774","1.1883","9.2565","0.0437","0.1628","0.0814","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Chris Carson","SEA","rb","9","@PIT","9.9","0","0","0","0","0","0","13.0108","54.996","0.3081","1.6901","1.3775","9.6313","0.0599","0.2256","0.1128","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Marvin Jones Jr.","JAX","wr","7","MIA","13.2","0","0","0","0","0","0","0.0232","0.093","0.0009","6.9411","4.642","63.5593","0.3648","0.0278","0.0139","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Noah Fant","DEN","te","11","LV","10.7","0","0","0","0","0","0","0","0","0","5.8628","4.2302","46.119","0.3056","0.0444","0.0222","0.0186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Jamaal Williams","DET","rb","9","CIN","9.8","0","0","0","0","0","0","9.75","40.9075","0.2027","2.761","2.2823","15.8502","0.0902","0.0516","0.0258","0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","T.J. Hockenson","DET","te","9","CIN","10.6","0","0","0","0","0","0","0","0","0","6.2124","4.329","45.842","0.2749","0.0319","0.0159","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Marquise Brown","BLT","wr","8","LAC","13","0","0","0","0","0","0","0.2793","1.5929","0.0103","6.4927","4.435","60.944","0.3744","0.0302","0.0151","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","DeVonta Smith","PHI","wr","14","TB","12.9","0","0","0","0","0","0","0.0433","0.267","0.0014","7.3558","4.9658","62.2045","0.2767","0.0652","0.0326","0.0128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Kadarius Toney","NYG","wr","10","LA","12.9","0","0","0","0","0","0","0.2613","1.5923","0.0088","6.9063","4.8372","59.6132","0.3255","0.0783","0.0391","0.0099","12.2489","0.0172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Laviska Shenault Jr.","JAX","wr","7","MIA","12.8","0","0","0","0","0","0","0.8123","4.655","0.0253","6.6105","4.9099","55.042","0.2971","0.0543","0.0272","0.0112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Courtland Sutton","DEN","wr","11","LV","12.7","0","0","0","0","0","0","0","0","0","6.7885","4.2795","64.5654","0.329","0.0597","0.0299","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Dawson Knox","BUF","te","7","@TEN","10.2","0","0","0","0","0","0","0","0","0","5.1428","3.455","43.4003","0.3958","0.052","0.026","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","DeAndre Hopkins","ARZ","wr","12","@CLV","12.6","0","0","0","0","0","0","0.0463","0.1949","0.0018","7.1676","4.878","56.3879","0.3328","0.0848","0.0424","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Adam Thielen","MIN","wr","7","@CAR","12.5","0","0","0","0","0","0","0.0253","0.1184","0.0009","6.1739","4.5684","56.8751","0.3782","0.057","0.0285","0.0128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Latavius Murray","BLT","rb","8","LAC","9.1","0","0","0","0","0","0","9.7758","43.3163","0.3669","1.6938","1.4002","8.9572","0.0472","0.0542","0.0271","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Devin Singletary","BUF","rb","7","@TEN","9.1","0","0","0","0","0","0","8.4844","39.4459","0.2114","2.4685","1.9909","14.5565","0.0809","0.1779","0.089","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Darnell Mooney","CHI","wr","10","GB","12.3","0","0","0","0","0","0","0.1769","1.0096","0.0063","7.4166","4.8404","55.9886","0.2841","0.0576","0.0288","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Jaylen Waddle","MIA","wr","14","@JAX","12.3","0","0","0","0","0","0","0.2178","1.329","0.0066","6.3841","4.631","56.3298","0.3172","0.095","0.0475","0.0141","16.3507","0.0268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
