PlayerName,PointCostRatio
Cedi Osman ,24.45129993800188
Danilo Gallinari ,24.499120724969416
Alfonzo McKinnie ,24.52693962148085
Chandler Hutchison ,24.53197278107743
Goga Bitadze ,24.576763827106603
DeMarcus Cousins ,24.613750063132056
Amir Coffey ,24.616647339643798
Daniel Theis ,24.66629945433123
Killian Tillie ,24.884317640229177
Jaylen Hoard ,24.89419186737076
Edmond Sumner ,25.01561069117624
Yuta Watanabe ,25.036149531076152
Daniel Gafford ,25.07241127422025
Ben McLemore ,25.095899572224177
Reggie Perry ,25.100007200794373
Trent Forrest ,25.168558741041167
E'Twaun Moore ,25.195610392383585
Robert Williams ,25.270094768413177
Xavier Tillman Sr. ,25.34584857014148
Lamar Stevens ,25.402767102335645
Facundo Campazzo ,25.413456368922155
Sterling Brown ,25.426321651630133
Chimezie Metu ,25.452023377720565
John Konchar ,25.467942175595404
Tyler Cook ,25.54510214182392
Trevor Ariza ,25.546529281072385
Alec Burks ,25.5803513298801
Luka Šamanić ,25.600460302429013
Juwan Morgan ,25.61391189201228
De'Anthony Melton ,25.641047714994183
Jaylen Nowell ,25.70355438323788
Nicolas Claxton ,25.725604084355666
Rajon Rondo ,25.776797565972636
Trey Lyles ,25.79442800843345
Georges Niang ,25.81528699711756
Kira Lewis Jr. ,25.866570262885066
Anfernee Simons ,25.885760565819794
Kendrick Nunn ,25.897287905478137
Aleksej Pokusevski ,25.90509976469807
Hamidou Diallo ,25.99748437937549
Furkan Korkmaz ,26.018660173013714
David Nwaba ,26.024653461951306
Mo Bamba ,26.034213017228375
Trey Burke ,26.04423410687304
James Johnson ,26.050502913604237
Vernon Carey Jr. ,26.066825477582043
Talen Horton-Tucker ,26.196079232264026
Willie Cauley-Stein ,26.27993170489002
Dante Exum ,26.308885905467143
Wayne Ellington ,26.39911199486899
KZ Okpala ,26.426851595155306
Jalen McDaniels ,26.432906972489032
Bruce Brown ,26.52748817385344
Tony Bradley ,26.56467587073216
Armoni Brooks ,26.617146543694915
Killian Hayes ,26.680736912085443
Jarred Vanderbilt ,26.75444232686556
Kent Bazemore ,26.769435564406415
Caleb Martin ,26.807021693857145
Austin Rivers ,26.80784323080515
Saddiq Bey ,26.83696312581483
Immanuel Quickley ,26.840076664445537
Payton Pritchard ,26.85405889432408
Al-Farouq Aminu ,26.909915556683675
Denzel Valentine ,26.94024179401499
Anthony Gill ,26.947895234896972
Cory Joseph ,26.972358575855303
Jalen Smith ,27.019550580852933
Drew Eubanks ,27.05031593333215
Carsen Edwards ,27.20738182608227
Sam Merrill ,27.3047836841677
Jeremy Lamb ,27.37299565894735
Mason Jones ,27.39579268762645
Sviatoslav Mykhailiuk ,27.40237126371333
Kyle Guy ,27.57773223199983
Mychal Mulder ,27.611488367757925
Wenyen Gabriel ,27.628023914259888
Aaron Nesmith ,27.664037863379573
Brandon Goodwin ,27.774005220895155
Damian Jones ,27.867820757964243
Dean Wade ,27.918478934993324
Aaron Holiday ,28.07911412884088
Torrey Craig ,28.093233340251526
Luke Kennard ,28.10451972687678
Cameron Payne ,28.127788739245787
R.J. Hampton ,28.13274628187213
DeAndre' Bembry ,28.21748063806651
Juan Toscano-Anderson ,28.257102067937588
Saben Lee ,28.32701116915492
Naji Marshall ,28.339850905245857
Terence Davis ,28.450100260669267
Nico Mannion ,28.4803387458381
Frank Kaminsky ,28.484318662962178
Precious Achiuwa,28.562931537750053
Max Strus ,28.627026871189244
Malik Monk ,28.703484479085834
Maurice Harkless ,28.876360007145635
Jordan Poole ,28.913555594813815
Kelan Martin ,28.976140540457255
Willy Hernangómez ,29.10794448306861
Alex Len ,29.13229801096177
Terance Mann ,29.20498249708497
Jerome Robinson ,29.21834387929355
Daniel Oturu ,29.293032860384095
Frank Jackson ,29.30843811247882
DaQuan Jeffries ,29.334988248973936
Dwight Powell ,29.395105000411675
Moritz Wagner ,29.51636801132148
Nickeil Alexander-Walker ,29.527950492565562
Skylar Mays ,29.605618288187483
D.J. Wilson ,29.61399202728032
Hassan Whiteside ,29.67179942641443
Kenyon Martin Jr. ,29.679481955235058
Tyrese Maxey ,29.859370457059683
Thanasis Antetokounmpo ,29.916788558557656
Juan Hernangómez ,29.991714331631844
Gorgui Dieng ,30.32550104748195
Moses Brown ,30.539645290988965
Nassir Little ,30.56332005423832
Stanley Johnson ,30.637387436846826
Nathan Knight ,30.70403637805926
Tremont Waters ,30.956265145399243
Justise Winslow ,31.14247775996567
Malachi Flynn ,31.253842403868003
Chris Chiozza ,31.293907272435575
Luke Kornet ,31.34840602638831
Jeff Teague ,31.511378813083486
Markus Howard ,31.859707785307375
Justin James ,32.27914412565746
Jevon Carter ,32.44351863927581
Onyeka Okongwu ,32.45556850571307
Gabe Vincent ,32.50904290309008
Josh Hall ,32.95515837864293
Ignas Brazdeikis ,33.26716433455616
Mamadi Diakite ,33.359460456408875
Boban Marjanović ,33.56712085940299
Kevin Porter Jr. ,33.74213436000979
Nemanja Bjelica ,33.974511194813765
Paul Watson ,35.06191738704289
Rodney McGruder ,35.07057775120692
Paul Reed ,36.61886008551097
Oshae Brissett ,39.747383179844235
Jay Scrubb ,48.168396249027495
Jordan Nwora ,49.92755315497094
Alize Johnson ,59.073152627790996
Udonis Haslem ,
